date,amount,amountVirusDiagnosis,positiveAmount,lastUpdate
2020-03-02T00:00:00.000Z,171,170,5,2020-09-15T08:06:23.923Z
2020-03-03T00:00:00.000Z,235,227,3,2020-09-15T08:06:23.923Z
2020-03-04T00:00:00.000Z,129,128,0,2020-09-15T08:06:23.923Z
2020-03-05T00:00:00.000Z,173,165,2,2020-09-15T08:06:23.923Z
2020-03-06T00:00:00.000Z,274,274,4,2020-09-15T08:06:23.923Z
2020-03-07T00:00:00.000Z,336,324,4,2020-09-15T08:06:23.923Z
2020-03-08T00:00:00.000Z,421,417,9,2020-09-15T08:06:23.923Z
2020-03-09T00:00:00.000Z,518,515,4,2020-09-15T08:06:23.923Z
2020-03-10T00:00:00.000Z,520,495,33,2020-09-15T08:06:23.923Z
2020-03-11T00:00:00.000Z,401,376,19,2020-09-15T08:06:23.923Z
2020-03-12T00:00:00.000Z,607,594,22,2020-09-15T08:06:23.923Z
2020-03-13T00:00:00.000Z,694,689,35,2020-09-15T08:06:23.923Z
2020-03-14T00:00:00.000Z,614,611,29,2020-09-15T08:06:23.923Z
2020-03-15T00:00:00.000Z,1183,1125,39,2020-09-15T08:06:23.923Z
2020-03-16T00:00:00.000Z,1345,1321,73,2020-09-15T08:06:23.923Z
2020-03-17T00:00:00.000Z,1647,1566,94,2020-09-15T08:06:23.923Z
2020-03-18T00:00:00.000Z,2106,1990,118,2020-09-15T08:06:23.923Z
2020-03-19T00:00:00.000Z,2076,1983,136,2020-09-15T08:06:23.923Z
2020-03-20T00:00:00.000Z,2317,2231,168,2020-09-15T08:06:23.923Z
2020-03-21T00:00:00.000Z,2108,2066,210,2020-09-15T08:06:23.923Z
2020-03-22T00:00:00.000Z,3350,3219,254,2020-09-15T08:06:23.923Z
2020-03-23T00:00:00.000Z,3626,3500,352,2020-09-15T08:06:23.923Z
2020-03-24T00:00:00.000Z,4789,4640,423,2020-09-15T08:06:23.923Z
2020-03-25T00:00:00.000Z,5936,5787,425,2020-09-15T08:06:23.923Z
2020-03-26T00:00:00.000Z,6504,6283,520,2020-09-15T08:06:23.923Z
2020-03-27T00:00:00.000Z,5750,5584,434,2020-09-15T08:06:23.923Z
2020-03-28T00:00:00.000Z,5739,5535,480,2020-09-15T08:06:23.923Z
2020-03-29T00:00:00.000Z,7575,7237,532,2020-09-15T08:06:23.923Z
2020-03-30T00:00:00.000Z,7100,6821,546,2020-09-15T08:06:23.923Z
2020-03-31T00:00:00.000Z,7989,7531,738,2020-09-15T08:06:23.923Z
2020-04-01T00:00:00.000Z,9008,8578,697,2020-09-15T08:06:23.923Z
2020-04-02T00:00:00.000Z,10225,9470,719,2020-09-15T08:06:23.923Z
2020-04-03T00:00:00.000Z,10328,9779,597,2020-09-15T08:06:23.923Z
2020-04-04T00:00:00.000Z,6354,5987,427,2020-09-15T08:06:23.923Z
2020-04-05T00:00:00.000Z,9394,8777,583,2020-09-15T08:06:23.923Z
2020-04-06T00:00:00.000Z,7498,6769,451,2020-09-15T08:06:23.923Z
2020-04-07T00:00:00.000Z,6967,6176,378,2020-09-15T08:06:23.923Z
2020-04-08T00:00:00.000Z,5878,4948,338,2020-09-15T08:06:23.923Z
2020-04-09T00:00:00.000Z,5747,5002,343,2020-09-15T08:06:23.923Z
2020-04-10T00:00:00.000Z,7346,6326,359,2020-09-15T08:06:23.923Z
2020-04-11T00:00:00.000Z,6702,5763,345,2020-09-15T08:06:23.923Z
2020-04-12T00:00:00.000Z,10598,8523,554,2020-09-15T08:06:23.923Z
2020-04-13T00:00:00.000Z,10949,9187,438,2020-09-15T08:06:23.923Z
2020-04-14T00:00:00.000Z,12678,10965,399,2020-09-15T08:06:23.923Z
2020-04-15T00:00:00.000Z,9450,7798,311,2020-09-15T08:06:23.923Z
2020-04-16T00:00:00.000Z,12789,11209,296,2020-09-15T08:06:23.923Z
2020-04-17T00:00:00.000Z,11595,9972,298,2020-09-15T08:06:23.923Z
2020-04-18T00:00:00.000Z,10606,8960,291,2020-09-15T08:06:23.923Z
2020-04-19T00:00:00.000Z,11479,9997,277,2020-09-15T08:06:23.923Z
2020-04-20T00:00:00.000Z,15367,13295,299,2020-09-15T08:06:23.923Z
2020-04-21T00:00:00.000Z,13612,11635,283,2020-09-15T08:06:23.923Z
2020-04-22T00:00:00.000Z,13293,11773,225,2020-09-15T08:06:23.923Z
2020-04-23T00:00:00.000Z,14183,12259,276,2020-09-15T08:06:23.923Z
2020-04-24T00:00:00.000Z,12626,10477,248,2020-09-15T08:06:23.923Z
2020-04-25T00:00:00.000Z,9077,7357,159,2020-09-15T08:06:23.923Z
2020-04-26T00:00:00.000Z,8463,7342,83,2020-09-15T08:06:23.923Z
2020-04-27T00:00:00.000Z,11405,9293,127,2020-09-15T08:06:23.923Z
2020-04-28T00:00:00.000Z,10640,8816,160,2020-09-15T08:06:23.923Z
2020-04-29T00:00:00.000Z,8996,7393,82,2020-09-15T08:06:23.923Z
2020-04-30T00:00:00.000Z,9930,8593,142,2020-09-15T08:06:23.923Z
2020-05-01T00:00:00.000Z,11052,9221,117,2020-09-15T08:06:23.923Z
2020-05-02T00:00:00.000Z,5568,4761,57,2020-09-15T08:06:23.923Z
2020-05-03T00:00:00.000Z,8029,7400,27,2020-09-15T08:06:23.923Z
2020-05-04T00:00:00.000Z,9257,7954,53,2020-09-15T08:06:23.923Z
2020-05-05T00:00:00.000Z,8957,7687,32,2020-09-15T08:06:23.923Z
2020-05-06T00:00:00.000Z,9467,8546,65,2020-09-15T08:06:23.923Z
2020-05-07T00:00:00.000Z,10119,9130,61,2020-09-15T08:06:23.923Z
2020-05-08T00:00:00.000Z,8157,7187,33,2020-09-15T08:06:23.923Z
2020-05-09T00:00:00.000Z,3868,3508,19,2020-09-15T08:06:23.923Z
2020-05-10T00:00:00.000Z,4944,4410,29,2020-09-15T08:06:23.923Z
2020-05-11T00:00:00.000Z,9216,7827,39,2020-09-15T08:06:23.923Z
2020-05-12T00:00:00.000Z,7538,6681,23,2020-09-15T08:06:23.923Z
2020-05-13T00:00:00.000Z,8272,7525,37,2020-09-15T08:06:23.923Z
2020-05-14T00:00:00.000Z,8416,7679,24,2020-09-15T08:06:23.923Z
2020-05-15T00:00:00.000Z,5696,5073,12,2020-09-15T08:06:23.923Z
2020-05-16T00:00:00.000Z,1502,1343,5,2020-09-15T08:06:23.923Z
2020-05-17T00:00:00.000Z,4633,4219,15,2020-09-15T08:06:23.923Z
2020-05-18T00:00:00.000Z,7692,6797,27,2020-09-15T08:06:23.923Z
2020-05-19T00:00:00.000Z,7142,6502,22,2020-09-15T08:06:23.923Z
2020-05-20T00:00:00.000Z,5968,5620,15,2020-09-15T08:06:23.923Z
2020-05-21T00:00:00.000Z,6164,5601,17,2020-09-15T08:06:23.923Z
2020-05-22T00:00:00.000Z,4995,4616,19,2020-09-15T08:06:23.923Z
2020-05-23T00:00:00.000Z,718,670,5,2020-09-15T08:06:23.923Z
2020-05-24T00:00:00.000Z,3808,3439,13,2020-09-15T08:06:23.923Z
2020-05-25T00:00:00.000Z,5333,4850,22,2020-09-15T08:06:23.923Z
2020-05-26T00:00:00.000Z,6819,6514,50,2020-09-15T08:06:23.923Z
2020-05-27T00:00:00.000Z,6728,6442,40,2020-09-15T08:06:23.923Z
2020-05-28T00:00:00.000Z,5352,5030,77,2020-09-15T08:06:23.923Z
2020-05-29T00:00:00.000Z,1863,1803,113,2020-09-15T08:06:23.923Z
2020-05-30T00:00:00.000Z,1059,1041,29,2020-09-15T08:06:23.923Z
2020-05-31T00:00:00.000Z,5640,5499,87,2020-09-15T08:06:23.923Z
2020-06-01T00:00:00.000Z,8155,7907,100,2020-09-15T08:06:23.923Z
2020-06-02T00:00:00.000Z,11757,11577,121,2020-09-15T08:06:23.923Z
2020-06-03T00:00:00.000Z,13209,13042,97,2020-09-15T08:06:23.923Z
2020-06-04T00:00:00.000Z,14899,14728,142,2020-09-15T08:06:23.923Z
2020-06-05T00:00:00.000Z,16474,16351,125,2020-09-15T08:06:23.923Z
2020-06-06T00:00:00.000Z,11537,11442,78,2020-09-15T08:06:23.923Z
2020-06-07T00:00:00.000Z,15098,14891,140,2020-09-15T08:06:23.923Z
2020-06-08T00:00:00.000Z,14644,14488,179,2020-09-15T08:06:23.923Z
2020-06-09T00:00:00.000Z,15064,14867,172,2020-09-15T08:06:23.923Z
2020-06-10T00:00:00.000Z,18484,18166,239,2020-09-15T08:06:23.923Z
2020-06-11T00:00:00.000Z,15809,15564,191,2020-09-15T08:06:23.923Z
2020-06-12T00:00:00.000Z,13132,12879,183,2020-09-15T08:06:23.923Z
2020-06-13T00:00:00.000Z,6987,6847,150,2020-09-15T08:06:23.923Z
2020-06-14T00:00:00.000Z,8840,8635,136,2020-09-15T08:06:23.923Z
2020-06-15T00:00:00.000Z,14436,14109,198,2020-09-15T08:06:23.923Z
2020-06-16T00:00:00.000Z,16239,15924,298,2020-09-15T08:06:23.923Z
2020-06-17T00:00:00.000Z,16024,15638,270,2020-09-15T08:06:23.923Z
2020-06-18T00:00:00.000Z,17392,16940,302,2020-09-15T08:06:23.923Z
2020-06-19T00:00:00.000Z,12787,12448,308,2020-09-15T08:06:23.923Z
2020-06-20T00:00:00.000Z,6010,5778,157,2020-09-15T08:06:23.923Z
2020-06-21T00:00:00.000Z,9152,8909,172,2020-09-15T08:06:23.923Z
2020-06-22T00:00:00.000Z,14009,13460,346,2020-09-15T08:06:23.923Z
2020-06-23T00:00:00.000Z,19847,19162,448,2020-09-15T08:06:23.923Z
2020-06-24T00:00:00.000Z,18393,17869,485,2020-09-15T08:06:23.923Z
2020-06-25T00:00:00.000Z,18666,17979,513,2020-09-15T08:06:23.923Z
2020-06-26T00:00:00.000Z,16531,16120,464,2020-09-15T08:06:23.923Z
2020-06-27T00:00:00.000Z,10489,10051,401,2020-09-15T08:06:23.923Z
2020-06-28T00:00:00.000Z,10389,9890,381,2020-09-15T08:06:23.923Z
2020-06-29T00:00:00.000Z,21017,20258,752,2020-09-15T08:06:23.923Z
2020-06-30T00:00:00.000Z,20840,20148,781,2020-09-15T08:06:23.923Z
2020-07-01T00:00:00.000Z,21460,20829,968,2020-09-15T08:06:23.923Z
2020-07-02T00:00:00.000Z,25041,24264,1145,2020-09-15T08:06:23.923Z
2020-07-03T00:00:00.000Z,20951,20464,946,2020-09-15T08:06:23.923Z
2020-07-04T00:00:00.000Z,17308,16701,821,2020-09-15T08:06:23.923Z
2020-07-05T00:00:00.000Z,21112,20276,839,2020-09-15T08:06:23.923Z
2020-07-06T00:00:00.000Z,25601,24748,1138,2020-09-15T08:06:23.923Z
2020-07-07T00:00:00.000Z,28634,27699,1387,2020-09-15T08:06:23.923Z
2020-07-08T00:00:00.000Z,29420,28594,1324,2020-09-15T08:06:23.923Z
2020-07-09T00:00:00.000Z,29988,28903,1522,2020-09-15T08:06:23.923Z
2020-07-10T00:00:00.000Z,25829,24765,1411,2020-09-15T08:06:23.923Z
2020-07-11T00:00:00.000Z,20468,19246,1166,2020-09-15T08:06:23.923Z
2020-07-12T00:00:00.000Z,21762,20292,1241,2020-09-15T08:06:23.923Z
2020-07-13T00:00:00.000Z,29246,27476,1717,2020-09-15T08:06:23.923Z
2020-07-14T00:00:00.000Z,31750,29978,1601,2020-09-15T08:06:23.923Z
2020-07-15T00:00:00.000Z,30692,27917,1879,2020-09-15T08:06:23.923Z
2020-07-16T00:00:00.000Z,31078,28453,1932,2020-09-15T08:06:23.923Z
2020-07-17T00:00:00.000Z,25732,23581,1603,2020-09-15T08:06:23.923Z
2020-07-18T00:00:00.000Z,20457,18212,1446,2020-09-15T08:06:23.923Z
2020-07-19T00:00:00.000Z,19846,17815,1014,2020-09-15T08:06:23.923Z
2020-07-20T00:00:00.000Z,27608,24492,1889,2020-09-15T08:06:23.923Z
2020-07-21T00:00:00.000Z,30177,26766,2004,2020-09-15T08:06:23.923Z
2020-07-22T00:00:00.000Z,28807,25715,2041,2020-09-15T08:06:23.923Z
2020-07-23T00:00:00.000Z,32536,29284,1986,2020-09-15T08:06:23.923Z
2020-07-24T00:00:00.000Z,24400,22697,1831,2020-09-15T08:06:23.923Z
2020-07-25T00:00:00.000Z,15486,14636,1120,2020-09-15T08:06:23.923Z
2020-07-26T00:00:00.000Z,12204,11428,1040,2020-09-15T08:06:23.923Z
2020-07-27T00:00:00.000Z,28245,27244,2057,2020-09-15T08:06:23.923Z
2020-07-28T00:00:00.000Z,26639,25769,2124,2020-09-15T08:06:23.923Z
2020-07-29T00:00:00.000Z,26228,25455,1962,2020-09-15T08:06:23.923Z
2020-07-30T00:00:00.000Z,21962,21222,1788,2020-09-15T08:06:23.923Z
2020-07-31T00:00:00.000Z,22898,22141,1359,2020-09-15T08:06:23.923Z
2020-08-01T00:00:00.000Z,7790,7456,628,2020-09-15T08:06:23.923Z
2020-08-02T00:00:00.000Z,10087,9618,712,2020-09-15T08:06:23.923Z
2020-08-03T00:00:00.000Z,23469,22552,1802,2020-09-15T08:06:23.923Z
2020-08-04T00:00:00.000Z,26098,25088,1725,2020-09-15T08:06:23.923Z
2020-08-05T00:00:00.000Z,25792,24893,1690,2020-09-15T08:06:23.923Z
2020-08-06T00:00:00.000Z,28768,27840,1674,2020-09-15T08:06:23.923Z
2020-08-07T00:00:00.000Z,25309,24531,1759,2020-09-15T08:06:23.923Z
2020-08-08T00:00:00.000Z,8583,8136,756,2020-09-15T08:06:23.923Z
2020-08-09T00:00:00.000Z,12163,11543,925,2020-09-15T08:06:23.923Z
2020-08-10T00:00:00.000Z,24368,23375,1697,2020-09-15T08:06:23.923Z
2020-08-11T00:00:00.000Z,27667,26573,1822,2020-09-15T08:06:23.923Z
2020-08-12T00:00:00.000Z,26234,25293,1614,2020-09-15T08:06:23.923Z
2020-08-13T00:00:00.000Z,28891,27814,1639,2020-09-15T08:06:23.923Z
2020-08-14T00:00:00.000Z,20915,20083,1397,2020-09-15T08:06:23.923Z
2020-08-15T00:00:00.000Z,9396,8864,764,2020-09-15T08:06:23.923Z
2020-08-16T00:00:00.000Z,12386,11621,1065,2020-09-15T08:06:23.923Z
2020-08-17T00:00:00.000Z,26061,24894,1654,2020-09-15T08:06:23.923Z
2020-08-18T00:00:00.000Z,27899,26781,1647,2020-09-15T08:06:23.923Z
2020-08-19T00:00:00.000Z,28401,27240,1645,2020-09-15T08:06:23.923Z
2020-08-20T00:00:00.000Z,28854,27849,1489,2020-09-15T08:06:23.923Z
2020-08-21T00:00:00.000Z,27217,26362,1491,2020-09-15T08:06:23.923Z
2020-08-22T00:00:00.000Z,11059,10519,718,2020-09-15T08:06:23.923Z
2020-08-23T00:00:00.000Z,13297,12608,967,2020-09-15T08:06:23.923Z
2020-08-24T00:00:00.000Z,30139,28801,1896,2020-09-15T08:06:23.923Z
2020-08-25T00:00:00.000Z,34052,32817,1961,2020-09-15T08:06:23.923Z
2020-08-26T00:00:00.000Z,34253,33071,1951,2020-09-15T08:06:23.923Z
2020-08-27T00:00:00.000Z,36428,35196,2068,2020-09-15T08:06:23.923Z
2020-08-28T00:00:00.000Z,23288,22355,1833,2020-09-15T08:06:23.923Z
2020-08-29T00:00:00.000Z,10708,10172,908,2020-09-15T08:06:23.923Z
2020-08-30T00:00:00.000Z,13553,12913,1110,2020-09-15T08:06:23.923Z
2020-08-31T00:00:00.000Z,31969,30654,2201,2020-09-15T08:06:23.923Z
2020-09-01T00:00:00.000Z,28465,27524,2251,2020-09-15T08:06:23.923Z
2020-09-02T00:00:00.000Z,35981,34578,3194,2020-09-15T08:06:23.923Z
2020-09-03T00:00:00.000Z,35227,33980,2661,2020-09-15T08:06:23.923Z
2020-09-04T00:00:00.000Z,31547,30736,2620,2020-09-15T08:06:23.923Z
2020-09-05T00:00:00.000Z,15945,15293,1508,2020-09-15T08:06:23.923Z
2020-09-06T00:00:00.000Z,19671,18724,2187,2020-09-15T08:06:23.923Z
2020-09-07T00:00:00.000Z,41454,40015,3399,2020-09-15T08:06:23.923Z
2020-09-08T00:00:00.000Z,45675,44400,3533,2020-09-15T08:06:23.923Z
2020-09-09T00:00:00.000Z,46406,45110,3987,2020-09-15T08:06:23.923Z
2020-09-10T00:00:00.000Z,48743,47374,4149,2020-09-15T08:06:23.923Z
2020-09-11T00:00:00.000Z,43702,42786,3967,2020-09-15T08:06:23.923Z
2020-09-12T00:00:00.000Z,30559,29771,2699,2020-09-15T08:06:23.923Z
2020-09-13T00:00:00.000Z,34966,33862,3197,2020-09-15T08:06:23.923Z
2020-09-14T00:00:00.000Z,47509,46243,4973,2020-09-15T08:06:23.923Z
2020-09-15T00:00:00.000Z,13620,13305,1007,2020-09-15T08:06:23.923Z
